"scientific_name","common_name","state_code","species_id","source_url"
"Celastrus orbiculatus","round leaf bittersweet","MD","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","NH","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","VA","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","OH","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","NJ","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","NY","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","WV","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","DC","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","RI","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","SC","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","TN","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
